1,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-11-15,1630,2500 LOGAN WOOD DR,HERNDON,VA,20171
1,SUSP-3,SUSPICIOUS - VEHICLE,2024-11-15,1633,9200 OX RD,LORTON,VA,22079
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-11-15,1755,6300 TELEGRAPH RD,ALEXANDRIA,VA,22310
2,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-11-15,1645,10200 ROBERTS COMMON LN,BURKE,VA,22015
1,SERV-1,SERVICE - POLICE SERVICE,2024-11-15,1811,2600 GLENGYLE DR,VIENNA,VA,22181
1,SUSP-1,SUSPICIOUS - EVENT,2024-11-15,1804,7200 GROVETON GARDENS RD,ALEXANDRIA,VA,22306
1,SERV-23,SERVICE - MISSING ADULT,2024-11-15,1730,7000 TYNDALE ST,MCLEAN,VA,22101
1,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2024-11-15,1740,7300 ROUTE 29,FALLS CHURCH,VA,22042
1,SERV-1,SERVICE - POLICE SERVICE,2024-11-15,1836,8600 RICHMOND HWY,ALEXANDRIA,VA,22309
1,SERV-9,SERVICE - OPEN DOOR,2024-11-15,1745,6600 LEE CHAPEL RD,BURKE,VA,22015
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-11-15,1841,9200 VERNON DR,GREAT FALLS,VA,22066
1,SERV-6,SERVICE - ANIMAL DESTROYED BY SERVICE WEAPON,2024-11-15,1831,10400 GUNSTON RD,LORTON,VA,22079
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-11-15,1400,5700 SOUTH VAN DORN ST,ALEXANDRIA,VA,22310
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-11-15,1648,11500 MAPLE RIDGE RD,RESTON,VA,20190
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-11-15,1849,6000 MERIWETHER LN,SPRINGFIELD,VA,22150
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2024-11-15,1721,5700 BACKLICK RD,SPRINGFIELD,VA,22150
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2024-11-15,1714,7400 RICHMOND HWY,ALEXANDRIA,VA,22306
1,SERV-11,SERVICE - NATURAL DEATH,2024-11-15,1816,6300 HAWAII CT,ALEXANDRIA,VA,22312
1,SERV-47,SERVICE - NON-FATAL OVERDOSE (NFO),2024-11-15,1901,5800 WESSEX LN,ALEXANDRIA,VA,22310
1,LARC-23-3,LARCENY - SHOPLIFTING,2024-11-15,1902,3900 FAIR RIDGE DR,FAIRFAX,VA,22033
1,SUSP-2,SUSPICIOUS - PERSON,2024-11-15,1630,1500 BENNINGTON WOODS CT,RESTON,VA,20194
1,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2024-11-15,1900,5600 DE SOTO ST,BURKE,VA,22015
2,ANML-3,ANIMAL - SERVICE - DOMESTIC,2024-11-15,1900,5600 DE SOTO ST,BURKE,VA,22015
1,WARR-90Z-4,WARRANT - WARRANT SERVICE,2024-11-15,1903,7000 HIGHLAND ST,SPRINGFIELD,VA,22150
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-11-15,1914,8000 POWDERBROOK LN,SPRINGFIELD,VA,22153
1,SERV-2,SERVICE - CIVIL DISPUTE,2024-11-15,1850,7900 JOHN ADAMS CT,ANNANDALE,VA,22003
1,SERV-1,SERVICE - POLICE SERVICE,2024-11-15,1904,3300 WILLOW CRESCENT DR,FAIRFAX,VA,22030
1,SUSP-1,SUSPICIOUS - EVENT,2024-11-15,1923,5800 ARNET ST,FALLS CHURCH,VA,22041
1,PORN-370-8,PORN - CHILD - OTHER,2024-11-15,1907,14700 STREAM POND DR,CENTREVILLE,VA,20120
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-11-15,1939,2200 CASTLE ROCK SQ,RESTON,VA,20191
1,SUSP-1,SUSPICIOUS - EVENT,2024-11-15,1949,8500 LEESBURG PIKE,VIENNA,VA,22182
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2024-11-15,1953,7700 LITTLE RIVER TPKE,ANNANDALE,VA,22003
2,SERV-8,SERVICE - LOST/FOUND PROPERTY,2024-11-15,1953,7700 LITTLE RIVER TPKE,ANNANDALE,VA,22003
1,SUSP-1,SUSPICIOUS - EVENT,2024-11-15,1944,2900 FURMAN LN,ALEXANDRIA,VA,22306
1,SERV-1,SERVICE - POLICE SERVICE,2024-11-15,1938,4000 DAVID LN,ALEXANDRIA,VA,22311
1,SERV-1,SERVICE - POLICE SERVICE,2024-11-15,1956,8700 OLD COLONY WAY,ALEXANDRIA,VA,22309
1,SERV-6,SERVICE - ANIMAL DESTROYED BY SERVICE WEAPON,2024-11-15,1929,8200 BRANCH RD,ANNANDALE,VA,22003
1,ASSLT-13C-3,THREATS - TELEPHONE THREATS/ABUSE/OBSCENE,2024-11-15,2001,10000 BRADDOCK RD,FAIRFAX,VA,22032
1,LARC-23-3,LARCENY - SHOPLIFTING,2024-11-15,1832,6200 NORTH KINGS HWY,ALEXANDRIA,VA,22303
1,AUTO-240-4,AUTO THEFT - AUTOS,2024-11-15,1902,2900 PRESTON AVE,ALEXANDRIA,VA,22306
1,SERV-1,SERVICE - POLICE SERVICE,2024-11-15,2004,8300 TOBIN RD,ANNANDALE,VA,22003
2,PORN-370-8,PORN - CHILD - OTHER,2024-11-15,1950,10000 GLENMERE RD,FAIRFAX,VA,22032
1,EXTOR-210-1,EXTORTION/BLACKMAIL,2024-11-15,1950,10000 GLENMERE RD,FAIRFAX,VA,22032
1,LARC-23-11,LARCENY - CHECKS; CREDIT CARDS; BANK NOTES; ETC.,2024-11-15,0745,11400 COMMERCE PARK DR,RESTON,VA,20191
2,FRAUD-26B-1,FRAUD - CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD,2024-11-15,0745,11400 COMMERCE PARK DR,RESTON,VA,20191
1,LARC-23-3,LARCENY - SHOPLIFTING,2024-11-15,2035,11100 ROUTE 29,FAIRFAX,VA,22030
1,SERV-1,SERVICE - POLICE SERVICE,2024-11-15,2043,14200 SUNCATCHER CT,CENTREVILLE,VA,20121
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-11-15,2039,8900 MORELAND LN,ANNANDALE,VA,22003
1,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2024-11-15,2043,2700 MERRILEE DR,FAIRFAX,VA,22031
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2024-11-15,2030,2100 CENTREVILLE RD,HERNDON,VA,20170
2,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2024-11-15,1908,7500 RICHMOND HWY,ALEXANDRIA,VA,22306
1,DRUG-35A-10,DRUGS - OTHER DANGEROUS DRUGS POSSESSION,2024-11-15,1908,7500 RICHMOND HWY,ALEXANDRIA,VA,22306
3,DRUNK-90Z-1,DRUNK - DRUNK/PROFANE IN PUBLIC,2024-11-15,1908,7500 RICHMOND HWY,ALEXANDRIA,VA,22306
1,SUSP-2,SUSPICIOUS - PERSON,2024-11-15,2105,14800 EDMAN CIR,CENTREVILLE,VA,20121
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2024-11-15,2129,8700 SACRAMENTO DR,ALEXANDRIA,VA,22309
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-11-15,2049,8800 SURVEYORS PL,SPRINGFIELD,VA,22152
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-11-15,2131,3300 MEMORIAL ST,ALEXANDRIA,VA,22306
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-11-15,2117,6200 WILSON BLVD,FALLS CHURCH,VA,22044
1,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2024-11-15,2021,6400 SUTCLIFFE DR,ALEXANDRIA,VA,22315
2,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2024-11-15,2021,6400 SUTCLIFFE DR,ALEXANDRIA,VA,22315
1,LARC-23-3,LARCENY - SHOPLIFTING,2024-11-15,2133,11100 ROUTE 29,FAIRFAX,VA,22030
2,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2024-11-15,2133,11100 ROUTE 29,FAIRFAX,VA,22030
